The blog isWorld Travel Guide DevelopmentCurrent site: World Travel Guide Development
Blog ID: 1
Blog Lang: en
Import File: /var/www/columbus-xml/source-data/cities-full-en.xml


 Title, Type, Latitude, Longitude, Address1, Address2, City, Postcode, Website,  Telephone,  Description
 Second Home Peru, Moderate, -12.147926, -77.022853, Barranco, Domeyer 366, Lima, , http://www.secondhomeperu.com,  +51 1 247 5522.,  <p>For creative types  Second Home Peru won't fail to impress. The timber-framed  century-old house and expansive gardens have fairy tale allure  decked out in life-size sculptures and colourful canvases by leading Peruvian artist and proprietor Victor Delfin. Each bedroom is unique and rich in quirkiness – opt for one of the three beautiful ocean-side stays to fall asleep to the crashing of waves.</p>
 Casa Andina Private Collection, Moderate, -12.126409, -77.026956, Miraflores, Avenida La Paz 463, Lima, , http://w ww.casa-andina.com,  +51 1 213 4300.,  <p>Part of the Preferred Hotels collection  Casa Andina is everything you'd hope for in a night's stay. Set in a high-rise the heart of Miraflores  it offers its own restaurant  bar  gym and sauna. Contemporary rooms are outfitted with cutting-edge mod-cons and boast impressive views across the cityscape. Breakfast is plentiful and the obliging staff go out of their way to ensure visitors enjoy their stay.</p>
 Inka Frog, Cheap, -12.116896, -77.038087, Miraflores, Calle General Iglesias 271, Lima, , http://www.inkafrog.com,  +51 1 445 8979.,  <p>Young and old enjoy this funky bed and breakfast where rooms are kitted out with TVs  hairdryers and walk-in wardrobes. Books and DVDs are offered in the lounge area  internet is free and a travel desk that can help arrange transport and tours. Clean and welcoming  its location in Miraflores means restaurants  shops and amenities are all close at hand. </p>
 Lima Wari Suites, Cheap, -12.125322, -77.034924, Barranco, Avenida Grau 723, Lima, , http://www.lima-wari-suites.limahotel24.com,  +51 1 247 6268.,  <p>This little-known gem of a budget stay feels like a real home-from-home. The attractive colonial house is kitted out with mosaic-tiled floors and Andean-patterned upholstery and there's plenty of opportunity to relax in the various tucked-away seating areas  draped in pot plants. Venture out and you're a short walk from the picturesque main square of Barranco.</p>
 Mami Panchita, Cheap, -12.093119, -77.077760, San Miguel, Avenida Federico Gallesi 198, Lima, , http://www.mamipanchita.com,  +51 1 263 7203.,  <p>This friendly lodging is run by Peruvian-Dutch owners and offers simple and serene rooms in a peaceful suburb between Miraflores and the city centre. Guests have the use of a comfy lounge  an attractive patio and a garden with bougainvillea cascading over the walls. The owners are generous with their local knowledge and can help with tours.</p>
 Inkaterra La Casona, Luxury, -13.531950, -71.967463, , Plaza Nazarenas 113, Cusco, , http://www.inkaterra.com/inkaterra/la-casona,  (1) 610 0400.,  <p>Cusco's first luxury boutique hotel is located in what is probably Cusco's first Spanish construction. The colonial courtyard is surrounded by 11 sumptuous suites furnished with antiques and all mod cons imaginable. Brilliantly located for the arty San Blas district and Plaza de Armas  Inkaterra La Casona is a quiet oasis of serenity with an eco conscience.</p>
 Palacio del Inka, Luxury, -13.520133, -71.975593, , Plazoleta Santo Domingo 259, Cusco, , http://www.starwoodhotels.com,  (84) 231 961.,  <p>Just moments from the Plaza de Armas  the Palacio del Inka combines utmost luxury with an Incan and Spanish twist. Expect framed dark ochre (a nod to Andean spirits)  gold and burgundy furnishings that reflect the conquistador influence and original artworks. There are 203 wonderfully fitted rooms to choose from and all boast handcrafted furniture  huge beds and historical décor  along with fast internet  LED TVs and big bathtubs. The Inti Raymi Restaurant downstairs plates up remarkable Peruvian fine dining and there is a tranquil spa onsite as well.</p>
 Hotel Monasterio, Luxury, -13.531950, -71.967463, Plazoleta Nazarenas, Calle Palacio 136, Cusco, , http://www.belmond.com/hotel-monasterio-cusco,  (84) 604 000.,  <p>Located two blocks from the Plaza de Armas  this is the best hotel in Cusco. A sensitive conversion of the 16th-century Seminary of San Antonio Abad  this former monastery has retained its original infrastructure and colonial décor but is now a 5-star international hotel boasting a gilded chapel  superb fine dining and oxygen-enriched air in every room. The therapy suite is also ideal for those returning from a long Machu Picchu trek.</p>
 Hotel Costa del Sol Picoaga, Moderate, -13.516868, -71.980638, , Santa Teresa 344, Cusco, , http://www.costadelsolperu.com/peru/hotels/cusco,  (84) 252 330.,  <p>Formerly the colonial home of the17th-century Spanish noble  the Marqués de Picoaga  this top-end hotel in Cusco close to the heart of the city makes the most of its handsome colonnaded courtyard  beautiful stone columns and elegant archways. Service is excellent and the hotel has its own bar and high-quality restaurant.</p>
 Amaru Hostel I, Cheap, -13.531950, -71.967463, , Cuesta de San Blas 541, Cusco, , http://www.amaruhostal.com,  (84) 225 933.,  <p>Located in vibrant  picturesque San Blas  this restored colonial mansion offers clean  welcoming bedrooms centred on a cheerful courtyard. Each room is unique but all have cable TV and some have views across Cusco. A good breakfast is included and there is Wi-Fi and a decent library of books for exchange.</p>
 Mama Simona, Cheap, -14.187074, -71.343098, Barrio de San Pedro, Calle Ceniza 364, Cusco, , http://www.mamasimona.com/en,  (84) 260 408.,  <p>Quite frankly the coolest hostel in town  Mama Simona (named after one of the mountains in the Scared Valley range) is a clean  kitschy hostel that offers private rooms and dormitories. With varnished wooden floors  comfy beds and artworks adorning the cream walls  those that stay here could quite as easily be bedding down in a New York apartment. Free Wi-Fi and a decent breakfast buffet come as standard with the odd live music night providing the ideal opportunity to make friends too.</p>
 Hostal Suecia II, Cheap, -13.515008, -71.980453, , Tecsecocha 465, Cusco, , http://www.hostalsuecia2cusco.com,  (84) 239 757.,  <p>This friendly  budget Cusco hotel option is set in a colonial-style building located two blocks from the Plaza de Armas. Its 16 rooms are set around an attractive interior courtyard and are basic but spacious  clean and comfortable. A safe  sociable  economical option  this hostel has a family atmosphere and is particularly popular with backpackers  especially as Wi-Fi is now available. Ask for a room away from the street. No breakfast.</p>
 Hostal Rumi Punku, Moderate, -7.233333, -76.483333, , Choquechaca 339, Cusco, , http://www.rumipunku.com,  (84) 221 102.,  <p>Built on an old Inca temple and recognisable by the giant stonework around its entrance  this elegant  older colonial house has a rooftop terrace and gardens in addition to well-equipped  stylish rooms. Three blocks from the main plaza  the Rumi Punku enjoys superb panoramic views over San Blas. There is a decent breakfast buffet too  which is served from 0500 for those up to tackle the Inca Trail.</p>
 B&B Hostal Pension Alemana, Moderate, -13.512208, -71.977317, , Calle Tandapata 260, Cusco, , http://www.cuzco.com.pe/en,  (84) 226 861.,  <p>The B&B Hostal Pension Alemana is a cosy little home from home  offering 22 basic but spotless rooms and a very warm welcome. Not far from the centre of town  this bed and breakfast has great views over the Cusco rooftops  a smart little breakfast area and a cool terraced garden. Try and get a room on the upper floor.</p>
 Casa Medina, Luxury, 4.598056, -74.075833, , Carrera 7 no 69A-22, Bogotá, , http://www.hotelcharlestoncasamedina.com,  +57 1 217 0288.,  <p>Atmospheric and full of character  this Bogotá hotel offers modern facilities with an Old World atmosphere. Located in a restored historic building  it feels more like a home than a hotel with roaring fires  thick rugs  timber-framed ceilings and leather armchairs. The king-size beds are enough to lose a weekend in  while its La Casa Restaurant offers fine dining in a country cottage setting.</p>
 Hotel de la Opera, Luxury, 4.594375, -74.074073, La Candelaria, Calle 10 no 5-72, Bogotá, , http://www.hotelopera.com.co,  +57 1 336 2066.,  <p>Situated in two buildings next the Teatro Colon  the Hotel de la Opera is probably the best accommodation in La Candelaria. Housed in a wonderfully restored historic building  it has class  charm and character  and its rooftop restaurant offers great views over the old part of town. The hotel has 42 rooms  each decorated with Italian furniture  but the best have views over Plaza de Bolivar. Booking ahead is essential.</p>
 B.O.G. Hotel, Luxury, 4.598100, -74.076030, Cundinamarca, Carrera 11 no 86 74, Bogotá, , http://www.boghotel.com,  +57 1 639 9999.,  <p>Childish giggling over the name aside  B.O.G. Hotel is a gleaming luxurious masterpiece that's spared no expense over modern amenities  artistic strokes of creativity or lavish comfort. If you're not taken by the golden decoration or the emerald touches masterminded by Portuguese interior designer  Nini Andadre Silva  the 55 rooms will still wow with opulent queen-sized beds  huge TVs  hydro massage rain showers and deep spa baths. The rooftop infinity pool has some incredible views across the city too.</p>
 Hotel Augusta, Cheap, 4.598056, -74.075833, , Avenida Jimenez no 4-77, Bogotá, , http://www.hotelaugusta.com.co,  +571 283 8300.,  <p>Don't be put off by the aquarium feel of the lobby; Hotel Augusta is a smart  cosy little hotel in the La Candelaria area of the city. The sleeping quarters are light and open  and lead onto a contained living room. Equipped with modern amenities like flatscreen TVs  Wi-Fi and desks  the hotel is ideal for tourists or business travellers as well as backpackers with a little more in their pocket.</p>
 Hotel Abitare 56, Cheap, 4.598056, -74.075833, Chapiner, Calle 56 no 7-79, Bogotá, , http://en.abitare56.com,  +57 1 248 0600.,  <p>While bedrooms give off a student dormitory vibe  the sleeping quarters at this budget choice are spotless. Rooms are bright and each of the 28 on offer comes with Wi-Fi  satellite TV and a private bathroom. Tucked away from the nearby bars and restaurants  this hotel also offers a little sanctuary from the buzz of central Bogotá.</p>
 Celebrities Suites, Moderate, 4.639644, -74.079847, , Calle 74 N 10-33, Bogotá, , http://www.celebritiessuites.com,  +571 601 1414.,  <p>With contemporary touches and a modern palate of creams  whites and flashes of red  the Celebrities Suites could be modelled on a famous personality's own pad – if it weren't for the huge murals of superstars sitting above each bed. Each individually designed apartment comes themed around a superstar (think Brad Pitt or Beyonce) and is fully equipped with a kitchen  generous lounge area and beautiful bedroom. A flatscreen TV and Wi-Fi come as standard  while breakfast in bed with Brad is available on request.</p>
 Wyndham Hotel Bogota, Moderate, 4.598056, -74.075833, , Avenida La Esperanza no 51-40, Bogotá, , http://www.hotelwyndhambogota.com,  +57 1 489 3000.,  <p>While it may not look like a work of genius from the outside  behind the doors Wyndham Hotel Bogota flexes its creative muscles. Its 261 rooms are well-appointed and spacious with huge windows letting in plenty of light  but it's the blossoming of primary colours  mesmerising carpets and patterned wallpaper that make it such a pleasure to stay in. The steaks from the restaurant are more hearty than arty.</p>
 Morrison 114, Moderate, 4.598056, -74.075833, , Avenida 19 no 114, Bogotá, , http://www.hotelmorrison.com,  +57 1 378 8300.,  <p>Smart and stylish at the same time  Morrison 114 is a boutique hotel that mixes up utmost comfort with designer touches. Expect tall windows  airy rooms and massive beds with plenty of mod-cons  including expansive plasma screen TVs  iPhone docks and soundproof windows.</p>
 Portal de Oxum Hotel, Cheap, 4.598056, -74.075833, , Carrera 13 no 68-14, Bogotá, , http://www.hotelportaldeoxum.co,  +57 1 386 7334.,  <p>Located in the financial district  Portal de Oxum Hotel is a short ride on the TransMilenio from the bustling nightlife of the Zona Rosa neighbourhood. Clean and overtly colourful  this hotel only has seven rooms  but each comes with Wi-Fi. Ask for a room away from the street for the best night's kip.</p>
 Staybridge Suites, Moderate, -23.583999, -46.677603, Itaim Bibi, Rua Bandeira Paulista 555, São Paulo, , http://www.sbsaopaulo.com.br,  (11) 3706 6600,  <p>This modern skyscraper offers good rates for travellers in the thriving commercial district of Itaim Bibi with fabulous vistas towards Moema district from the corporate top floor rooms. The Staybridge is also conveniently incorporated into an open mall with a cinema  gym and restaurants  so there's no need to risk life and limb crossing busy surrounding roads to go out.</p>
 Emiliano, Luxury, -23.566042, -46.667484, Jardins, Rua Oscar Freire 384, São Paulo, 01409-000, https://emiliano.com.br/,  +55 11 3728 2000,  <p>Film stars and glitterati frequent this exclusive São Paulo hotel. This small hotel is only 38 rooms and infused with a cool minimalism. Hidden behind its mirror glass façade are huge rooms  just three per floor  with soothing cream décor. The deluxe spa includes a complimentary spa-massage for guests and superb views over the neighbourhood. A champagne and caviar bar sits alongside a fine contemporary Italian restaurant on the ground floor. There is a helipad on the rooftop with an airport shuttle service available.</p>
 155, Cheap, -23.550650, -46.646017, Consolação, Rua Martinho Prado 173, São Paulo, , http://www.155hotel.com.br,  +55 11 3150 1555,  <p>The striking contemporary black and white lobby belies the fact this S&atilde;o Paulo hotel provides a combination of style and value. The rooms are no frills  but spacious nonetheless  with wood floors and cable TV. Air conditioning and anti-noise windows come as standard and the showers reuse rainwater to make the hotel more environmentally friendly. 155 is located in downtown Consola&ccedil;&atilde;o  close to Rua Augusta's nightlife and opposite the restaurant street of Rua Avanhandava. Breakfast included.</p>
 Hotel Excelsior, Cheap, -23.542858, -46.642753, Centro, Avenida Ipiranga 770, São Paulo, 010400-000, http://www.hotelexcelsiorsp.com.br,  +55 11 3331 0377,  <p>This 198-room hotel in São Paulo  with its mammoth convention centre  flatters beyond its 4-star billing. The rooms behind Excelsior's art-deco frontage are plain and businesslike  yet excellent value. Wi-Fi is free  rooms come with LCD TVs and there is a bar and fitness centre onsite. The location is also close by downtown Praça da República with nearby cultural icons such as Teatro Municipal and Edificio Copan. Staff speak English and can help book tickets and tours. Breakfast included.</p>
 Hotel Unique, Luxury, -23.581665, -46.669028, , Avenida Brigadeiro Luis Antônio 4700, São Paulo, 01402-002, http://www.hotelunique.com.br,  +55 11 3055 4710,  <p>Like a stranded copper-green Noah's ark  renowned architect Ruy Ohtake's fantasy creation is the pinnacle of imaginative design. Every inch of this boutique S&atilde;o Paulo hotel near Ibarepuera Park is surreal. Rooms with arched wooden floors reflect the hotel's curvature  and furnishings are sci-fi chic. A blood-red swimming pool on the rooftop tops off this extraordinary architectural adventure.</p>
 Fasano, Luxury, -23.564508, -46.671953, , Rua Vitório Fasano 88, São Paulo, 01414-020, http://www.fasano.com.br,  +55 11 3896 4000,  <p>This hotel's ethos is opulent familiarity  hence why new arrivals are greeted by an inviting sunken lounge bar of plump leather sofas  with reception concealed within a Babylonian brickwork interior. The theme of easy decadence flows into the rooms with lots of wood and timeless leather furnishing. The Italian cuisine within the sparklingly lit Fasano Restaurant  under chef Salvatore Loi's direction  is one of São Paulo's finest. Naomi Campbell and Yoko Ono are among illustrious past clients.</p>
 L'Hotel Porto Bay São Paulo, Moderate, -23.564312, -46.653980, Jardin Paulista, Alameda Campinas 266, São Paulo, 01404-000, http://www.portobay.com,  +55 11 2183 0500,  <p>Popular with business clientele yet conveniently enough located off Avenida Paulista to crack the leisure market. The 76 rooms of this Portuguese chain offer ample comfort for those on the move with iPod docking stations and Wi-Fi. With a beautiful falling staircase and striking artworks on the wall  this hotel oozes grandeur  yet comes at a reasonable price.</p>
 Grand Hyatt, Moderate, -23.570844, -46.701179, Pinheiros, Avenida das Nacoes Unidas, São Paulo, , https://saopaulo.grand.hyatt.com/en/hotel/home.html,  +55 11 2838 1234,  <p>Only in the moderately priced bracket if booked in advance because this is a luxurious residence bearing the hallmarks of quality expected from a Grand Hyatt. Located in the Pinheiros financial district  it has all the amenities you could wish for  including high speed internet  a choice of bars and restaurants  466 rooms and suites and an exemplary spa. The Wine Library bar offers guests a giddying choice of 2 500 bottles. Breakfast included.</p>
 Rio Hostel, Cheap, -22.916816, -43.181737, Santa Teresa, Rua Joaquim Murtinho 361, Rio de Janeiro, , http://www.riohostel.com,  (21) 3852 0827.,  <p>This hostel in an old colonial building in Santa Teresa has basic dorms as well as three- and four-bed rooms  which are ideal for families. With its hillside location  Rio Hostel offers great city views and it also has a tiny swimming pool. Facilities include laundry service  tour information  Wi-Fi connectivity and air conditioning in some rooms. The staff are friendly  some are multilingual  and they serve a decent buffet breakfast.</p>
 Copacabana Palace, Luxury, -22.967780, -43.178965, Copacabana, Avenida Atlântica 1702, Rio de Janeiro, , http://www.copacabanapalace.com.br,  (21) 2548 7070.,  <p>This elegant establishment is almost as famous as its beachfront location. Since it was built in 1923  famous guests have included Robert De Niro  Marlene Dietrich  Orson Welles and Princess Diana. The Copacabana Palace is one of the grandest classical buildings in Rio de Janeiro; its creamy pillared façade dominates Avenida Atlântica  and is protected by a preservation order. The plush interior is even more impressive with marble floors  chandeliers  grand ballroom and elegantly decorated rooms. Facilities include a rooftop tennis court  a majestic swimming pool  a well-equipped fitness suite and a business centre. The two restaurants  Cipriani and Pergula  offer fine dining.</p>
 Hotel Mama Ruisa, Luxury, -22.921775, -43.183478, Santa Teresa, Rua Santa Cristina 132, Rio de Janeiro, , http://www.mamaruisa.com,  (21) 2242 1281.,  <p>This tasteful boutique hotel lies in the heart of Santa Teresa in a converted late 19th-century mansion. Laidback French proprietor Jean Michel Ruiz has had each of the seven rooms individually decorated in tribute to icons of stage and screen  including Josephine Baker  Marlene Dietrich  Carmen Miranda and Maria Callas. The spacious lounge is filled with modern designer furniture and its walls are hung with original works of art and ethnic artefacts. The private walled garden has a small pool  with a terrace and veranda where meals and cocktails are served.</p>
 Rio Design Hotel, Moderate, -22.982940, -43.190769, Copacabana, Rua Francisco Sá 17, Rio de Janeiro, , http://www.riodesignhotel.com,  (21) 3222 8800.,  <p>Rio de Janeiro's first design hotel is a modern establishment one block from Copacabana Beach. Its 66 rooms  suites and apartments have been individually styled by top Brazilian artists  giving the hotel an exclusive and contemporary feel. This Rio hotel is a popular choice with visitors who are looking for something a bit chic but not prohibitively expensive. All rooms are comfortable  with flat-screen TVs and broadband internet access. Other hotel facilities include a business centre  fitness studio with spa and sauna  and a rooftop restaurant  but no pool.</p>
 Windsor Barra Hotel, Moderate, -23.011979, -43.322067, Barra da Tijuca, Avenida Lucio Costa 2630, Rio de Janeiro, , http://www.sorhoteis.com.br,  (21) 2195 000.,  <p>Windsor Barr Hotel is a good choice for exploring Rio's western suburbs and beaches  particularly for surfers and for those planning to attend the 2016 Olympics. This modern  high-rise hotel facing Barra da Tijuca beach has 338 comfortable if not luxurious rooms with all mod-cons. It also has a restaurant  bar  two swimming pools  fitness centre  sauna  and airport shuttle bus.</p>
 Fasano Rio, Luxury, -22.987159, -43.196655, , Avenida Vieira Souto 80, Ipanema, Rio de Janeiro, , http://www.fasano.com.br,  (21) 3202 4000.,  <p>Still the coolest luxury hotel in Rio de Janeiro  Fasano Rio is a place where both Brazilian and global celebrities come to see and to be seen. Overlooking Ipanema Beach  this stylish designer hotel brings a modern concept of hospitality  elegance and sophistication. The interiors are a joint venture of renowned architect Philippe Stark and the restaurateur and hotelier Rogério Fasano. The décor combines dark tropical woods with light and airy drapes and furnishings. All 79 rooms and 10 suites have a balcony and most with a sea view. Its rooftop terrace and pool gives a superb view over the beach to the Dois Irmãos mountains  stunning at sunset. The restaurant  Fasano Al Mare  is under the capable hands of three-Michelin-star chef Luca Gozzani.</p>
 San Marco Hotel, Cheap, -22.983875, -43.210694, , Avenida Visconde de Pirajá 524, Ipanema, Rio de Janeiro, , http://sanmarcohotelipanema.com.br/pt/,  (21) 2540 5032.,  <p>Located right in the heart of Ipanema  San Marco Hotel is the perfect choice for holidaymakers on a budget who want to take full advantage of the nearby beach &ndash; two blocks away - without missing out on Rio&rsquo;s exciting nightlife. The small modern hotel has 56 tidy and functional rooms  all en-suite with TVs and air conditioning  and is in the thick of Ipanema&rsquo;s trendy bars  shops  restaurants and clubs (ask for a room on an upper floor if on the street side). Its friendly bilingual staff  wireless internet connection  and competitive rates make this one of the few good-value budget hotels in Ipanema.</p>
 Ritz Plaza Hotel Leblon, Moderate, -22.985969, -43.228142, , Avenida Ataulfo de Paiva 1280, Leblon, Rio de Janeiro, , http://www.ritzhotel.com.br,  (21) 2540 4940.,  <p>Located in the heart of Leblon  Rio's most expensive square metre  Ritz Plaza Hotel Leblon offers quality services at affordable prices. Its rooms are well furnished if not huge  with modern décor. A generous buffet breakfast is included and the hotel has up-to-date facilities  including spa and a small pool. It's a couple of blocks in from the beach and close to cinemas  theatres  shops  restaurants and the Rodrigo de Freitas lagoon.</p>
 Regina, Cheap, -22.927528, -43.174588, Flamengo, Rua Ferreira Viana 29, Rio de Janeiro, , http://www.hotelregina.com.br,  (21) 3289 9999.,  <p>This no-frills but clean and well-run hotel is highly rated among regular visitors to Rio. It's in a handy location between downtown and the Zona Sul  in an historic  up-and-coming district. The rooms are clean and comfortable  the buffet breakfast is excellent  and facilities include a spa  gym and small roof terrace. In all  the Regina is one of the best budget hotels in the city.</p>
 Alma Historica Boutique Hotel, Luxury, -34.907161, -56.208597, , Solis 1433, Montevideo, 11002, http://www.almahistoricahotel.com,  +598 2914 7450.,  <p>Situated on a corner of the bucolic Zabala Square in downtown Montevideo  this five-star boutique offering features a library  office space  tea room and rooftop terrace complete with Jacuzzi and views over the city skyline.</p>
 Caballo Loco Hostel, Cheap, -34.907150, -56.191269, , Héctor Gutiérrez Ruiz 1287, Montevideo, 11100, http://www.caballolocohostel.com,  +598 2902 6494.,  <p>Centrally located  just a few metres from Plaza Cagancha in Montevideo's historic centre  this hostel offers between four and ten bed shared dorms. Basic and a little drab  the facilities are extensive and include a bar  cafe  bike hire  laundry service  free Wi-Fi and a communal kitchen.</p>
 Belmont House, Luxury, -34.833333, -56.166667, , Avenida Rivera 6512, Montevideo, , http://www.belmonthouse.com.uy,  +598 2600 0430.,  <p>With just 28 rooms  many overlooking the outdoor pool  this luxurious hacienda-style hotel exudes intimacy and class with charming staff and flawless service. There is a gym and sauna on the premises  which are close to the beach. Guests are also offered discounts to the nearby golf and tennis clubs.</p>
 Cala di Volpe, Moderate, -34.926188, -56.158381, , Parva Domus 2531, Montevideo, 11300, http://www.hotelcaladivolpe.com.uy,  +598 2710 2000.,  <p>Guest rooms in this modern hotel  right on the waterfront  are tastefully decorated with dark wood fittings and white walls. Light  modern cuisine is on offer in the restaurant  and the pool and spa have pleasant views over the river.</p>
 Four Points, Moderate, -34.907481, -56.186660, , Ejido 1275, Montevideo, 11100, http://www.sheraton.com,  +598 2901 7000.,  <p>Cheaper and more central than its elder brother the Sheraton Montevideo  this hotel scores highly in all categories  although the competition is hardly fierce. There is a small indoor pool and spa  while guest rooms are modern and clean  if lacking inspiration. A full complement of business facilities makes this hotel a popular choice for those visiting the city for work.</p>
 Hotel Oxford, Cheap, -34.897285, -56.193411, , Paraguay 1286, Montevideo, 11100, http://www.hoteloxford.com.uy,  +598 2902 0046.,  <p>Recently renovated  but still with old-fashioned touches  this cheap Montevideo hotel is a popular bolthole for business travellers on a budget  though its city-centre location is good for tourists too. The restaurant is basic  but there are plenty of other dining opportunities nearby.</p>
 Hotel Plaza Fuerte, Moderate, -34.904931, -56.202740, , Bartolomé Mitre 1361, Montevideo, , ,  +598 2915 6651.,  <p>In the interesting  old part of Montevideo  this great-value hotel was built in 1913 and is a national monument. Each room has its own décor scheme and all are spacious  while some of the suites have gigantic Jacuzzi baths.</p>
 Hotel Palacio, Cheap, -34.904929, -56.202759, , Bartolomé Mitre 1364, Montevideo, , , http://www.hotelpalacio.com.uy,  +598 2916 3612.,  <p>With a great old-timey feel  this ageing classic is a favourite for travellers on a budget. Touches like original tile work  brass bed heads and a few sticks of antique furniture add to the appeal. Rooms at the front have small balconies but can be noisy  while those at the back have good views over the plaza.</p>
 La Baguala, Luxury, -34.847515, -56.386699, Camino Sanguinetti, Playa La Colorada 5552, Montevideo, 12700, http://www.labagualahotel.com,  +598 2315 9000.,  <p>A slice of paradise set within 400 acres of privately-owned land  this hotel will see to nearly every need  from a spacious outdoor pool to its own private beach  à la carte dining options to entertainment for the little ones with a fully equipped games room. Breakfast is complimentary and rooms come furnished with flat-screen TVs  safety deposit box and minibar.</p>
 Hotel El Terral, Cheap, 23.143634, -82.378176, corner Calle Lealtad, Malecón #551, Havana, , http://www.habaguanexhotels.com/en/hotels/hotelterral.asp,  +53 7 860 2100.,  <p>One of Havana's newest properties  this boutique hotel is superbly perched overlooking the Malecón – and every room has a private balcony from which to appreciate the killer sea views. One guest says it's like being on a ship  you're that close to the water. So chic and popular is this place  you'll be lucky to land one of the 14 rooms. Doubly lucky are those that book a corner room (with two balconies) or one of the two suites each with long  deep terraces. The staff are friendly and pay meticulous attention to detail  plus you can walk to some excellent restaurants and sites.</p>
 Hotel Nacional de Cuba, Moderate, 23.055738, -82.379285, Vedado, Calles 21 & O, Havana, , http://www.hotelnacionaldecuba.com,  (7) 838 0294.,  <p>Built in the 1930s by a New York firm  this historic hotel is a national monument and a destination in its own right. The rich and famous have always favoured its beautiful gardens overlooking the Malecón – notable guests include Winston Churchill  Frank Sinatra  Steven Spielberg and Uma Thurman. The hotel's cigar bar is tops (especially during December's film festival when the Nacional is packed with luminaries) and the Cabaret Parisien is popular for its scantily-clad  floor show. The rooms here are nothing fancy; upgrade to the sixth (executive) floor if you're coming for more than the history.</p>
 Saratoga Hotel, Luxury, 23.135944, -82.358333, , Calle Paseo del Prado #603, Havana, , http://www.hotel-saratoga.com,  +53 7 868 1000.,  <p>Widely considered one of Havana's top luxury hotels (just ask Beyoncé and Jay-Z who celebrated their wedding anniversary here in 2013)  the Saratoga offers understated elegance in a prime location across the street from the majestic Capitolio Building. There are 96 equally-comfortable rooms  though décor varies from charming colonial to modern chic – 'deluxe patio' (or standard rooms) overlook the interior patio and are less desirable. If budget allows  upgrade to a suite – from the wraparound balcony to mahogany interior  they're spectacular.</p>
 Hotel Saint John's, Cheap, 23.134073, -82.406849, between Calles 23 and 25, Vedado, Calle O #206, Havana, , ,  +53 7 833 3740.,  <p>Although this hotel in Havana's verdant Vedado section of town has a great location and is walking distance from the Malecón  it has seen better days. The 86 rooms are pretty well worn and not all electrical outlets  faucets or lights may be working. But there's a small rooftop pool  the famous Pico Blanco disco on the top floor  and some rooms have sea views  which allows many guests (especially students and younger travellers  who favour this place) to overlook the shabbiness.</p>
 Park View Hotel, Cheap, 23.143080, -82.357582, corner Morro, Habana Vieja, Calle Colón corner Morro, Havana, , http://www.hotelparkview-cuba.com,  +53 7 861 3293.,  <p>A great location combines with a nice price to make the Park View a perennial favourite. Close to both the famous Museo de la Revolución and the exquisite Museo de Bellas Artes  this small Havana hotel provides a warm welcome to the city. Functional rather than fancy  rooms have air conditioning  satellite TV and a safe deposit box. The on-site restaurant has awesome city views and hotel staff are friendly.</p>
 Hotel Sevilla, Moderate, 23.135944, -82.358333, corner Paseo del Prado, Trocadero 55, Havana, , http://www.hotelsevilla-cuba.com,  +53 7 860 9048.,  <p>One of the city's most striking examples of Moorish architecture (the façade and lobby  anyway)  this historic hotel is a feast for the eyes  from the exotically tiled lobby to the sweeping city views from the Roof Garden Restaurant. Its location (steps from the Paseo del Prado  Gran Teatro and many museums) puts Havana's highlights at your beck and call. The rooms are rough around the edges  however; best to check one out before checking in. The lobby is always abuzz with live music  clinking cocktail glasses and laughter.</p>
 Hotel Santa Isabel, Luxury, 23.138898, -82.348460, Plaza de Armas, Baratillo #9, Havana, , http://www.habaguanexhotels.com/de/hotels/hotelsantaisabel.asp,  +53 7 860 8201.,  <p>To date  the only (supposed) 5-star hotel in Old Havana's historic core  the Santa Isabel occupies a privileged spot on picturesque Plaza de Armas. The setting is charming  with many of the 27 rooms overlooking the Plaza or Havana Harbor  which is largely what attracts famous guests including Jimmy Carter and Robert Plant. However  like many historic buildings (this one dates from the 1700s)  interiors can be dark and musty  plus hotel staff can be bristly and less than efficient.</p>
 Hotel Habana Riviera, Moderate, 23.143634, -82.378176, , Paseo and Malecón, Havana, , http://www.hotelhavanariviera.com,  +53 7 836 4051.,  <p>Once upon a time  this hotel overlooking the Malecón was a major mobster hangout (it was built by infamous mafia kingpin Meyer Lansky) and everything from the retro  low-slung couches in the lobby to the legendary shows at The Copa Room cabaret throw back to that bygone era. Unfortunately  it can feel like the rooms haven't been updated since then. On the upside  even standard rooms are giant  each has city or sea views (go for one on the upper floors  with a balcony)  and the windows actually open. The seawater pool here and lobby bar are attractions in themselves.</p>
 Parque Central Hotel, Luxury, 23.137501, -82.370298, between Prado & Zulueta, Calle Neptuno, Havana, , http://www.hotelparquecentral.com,  (7) 860 6627.,  <p>This well-situated  upscale hotel straddling Central Havana and Old Havana has been setting the standard for luxury lodging in the Cuban capital for years. In 2010  the Parque Central added 149 rooms in its new  chic La Torre building  further cementing its reputation as one of the city's best places to stay. Connected to the original building (with 277 rooms)  La Torre is more low-key and the rooms fresher. The rooftop pool with panoramic city views is a real draw here.</p>
